mode,load,0_densenet161-32,1_inception_v3-2,2_mobilenet_v2-32,3_mobilenet_v3_large-32
mps-uncap,1.0,0.0002384185791015625,0.0002384185791015625,0.0002384185791015625,0.0002384185791015625
